Course,Area of Interest,Fine Arts,Creativity,Communication,Empathy,English,Sociology,Memory,Computer Science,Mathematics,Statistics,Accountancy,Business Studies,Economics,Psychology,Hindi,Geography,Biology,Chemistry,Logical Reasoning,Critical Thinking,Numerical Aptitude
Diploma in Travel & Tourism Management,Tourism & Service Industry,52,52,93,95,89.0,93,44,53,40,45,56,72,55,41,55,76,59,56,59,72,57
Diploma in Journalism & Mass Communication,Media & Communication,45,69,87,50,99.0,100,46,55,49,52,51,57,54,60,41,49,49,45,68,100,46
Diploma in Graphic Designing,Design & Visual Communication,99,81,60,57,64.0,56,53,89,55,59,45,57,55,40,59,55,46,42,71,97,42
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,40,46,64,53,76.0,48,59,99,52,51,40,46,56,60,43,58,54,56,91,75,89
Diploma in Event Management,Event Planning & Management,44,88,93,61,74.0,91,53,46,50,57,51,95,56,49,53,40,60,51,56,61,54
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,48,44,71,50,60.0,40,52,81,53,44,50,51,45,55,56,52,43,57,100,72,85
Diploma in Journalism & Mass Communication,Media & Communication,57,78,82,59,85.0,88,41,58,48,48,53,45,47,72,57,57,60,41,63,93,50
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,44,48,60,51,76.0,42,52,81,57,49,49,54,55,44,48,59,53,47,91,63,89
Diploma in Hotel Management,Hospitality & Service Management,51,50,86,88,97.0,83,70,57,49,42,43,66,43,64,40,45,41,52,55,75,40
Diploma in Travel & Tourism Management,Tourism & Service Industry,44,60,89,96,81.0,91,54,48,45,44,43,62,43,51,58,76,52,53,41,61,46
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,55,41,76,60,65.0,52,40,96,59,45,50,60,50,60,44,42,45,42,95,66,81
Diploma in Interior Designing,Interior Design & Architecture,87,97,99,49,68.0,71,56,49,50,46,58,52,48,53,40,53,43,59,72,84,55
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",85,84,64,40,78.0,53,58,99,45,43,53,40,48,42,46,52,60,52,69,89,57
Diploma in Digital Marketing,Marketing & Online Branding,46,93,100,57,99.0,63,55,84,51,55,51,61,51,49,43,45,45,53,56,61,46
Diploma in Journalism & Mass Communication,Media & Communication,42,71,94,54,99.0,87,58,48,54,42,54,42,40,80,57,52,58,57,73,97,57
Diploma in Retail Management,Retail & Sales Operations,47,57,95,94,81.0,73,70,48,53,46,47,100,51,40,47,41,44,56,43,64,43
Diploma in Travel & Tourism Management,Tourism & Service Industry,43,60,98,85,87.0,90,55,52,60,47,47,73,46,47,47,61,52,51,53,69,45
Diploma in Photography,Photography & Visual Arts,82,83,94,49,79.0,71,51,77,60,42,57,53,45,56,56,47,48,57,46,80,48
Diploma in Event Management,Event Planning & Management,57,100,96,76,77.0,86,60,41,47,57,40,94,49,55,58,60,58,54,58,67,47
Diploma in Digital Marketing,Marketing & Online Branding,49,85,85,55,99.0,66,54,94,41,60,57,64,59,58,47,52,45,44,59,65,42
Diploma in Journalism & Mass Communication,Media & Communication,51,70,98,58,97.0,85,52,55,54,49,54,57,55,71,42,48,52,48,64,99,47
Diploma in Paramedical Sciences,Healthcare & Allied Services,47,60,74,94,,74,91,55,50,43,59,40,47,45,42,59,92,91,56,77,52
Diploma in Journalism & Mass Communication,Media & Communication,56,64,81,53,92.0,93,42,43,58,60,53,43,60,62,48,56,55,58,60,96,55
Diploma in Travel & Tourism Management,Tourism & Service Industry,42,50,87,89,84.0,90,46,60,47,42,42,71,58,43,45,73,42,52,54,74,55
Diploma in Graphic Designing,Design & Visual Communication,84,96,66,54,69.0,52,59,90,52,55,51,45,42,54,59,46,56,41,71,99,54
Diploma in Travel & Tourism Management,Tourism & Service Industry,59,50,82,100,85.0,91,55,58,45,44,44,63,46,52,45,76,43,41,59,77,55
Diploma in Hotel Management,Hospitality & Service Management,57,44,81,86,82.0,100,66,41,43,51,47,62,52,65,46,52,40,51,57,71,56
Diploma in Interior Designing,Interior Design & Architecture,87,90,96,42,65.0,79,55,43,60,49,51,59,48,50,55,51,60,43,79,86,51
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,58,52,75,45,60.0,44,49,81,56,43,47,52,55,49,44,44,50,42,92,60,81
Diploma in Hotel Management,Hospitality & Service Management,48,47,83,95,86.0,93,64,41,41,52,58,66,49,69,57,59,56,44,43,68,47
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,57,47,60,40,62.0,51,52,84,48,44,60,41,43,57,49,51,54,53,100,68,98
Diploma in Retail Management,Retail & Sales Operations,42,53,90,98,98.0,74,68,42,42,51,43,82,57,43,47,56,51,43,51,70,42
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,56,46,71,58,80.0,50,46,88,55,47,47,42,55,48,52,41,58,41,87,79,90
Diploma in Paramedical Sciences,Healthcare & Allied Services,60,44,60,90,,69,100,43,47,53,40,46,41,44,41,42,89,96,59,80,54
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",90,96,72,46,71.0,60,53,82,59,54,51,53,60,44,60,48,45,44,70,97,45
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,90,99,85,95,76.0,68,74,53,44,51,60,49,52,56,54,52,54,57,44,56,55
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",100,94,74,43,63.0,59,52,82,42,59,40,59,40,59,48,49,54,49,63,87,57
Diploma in Retail Management,Retail & Sales Operations,49,59,96,89,85.0,66,73,58,59,51,48,96,51,44,49,58,55,54,43,69,47
Diploma in Paramedical Sciences,Healthcare & Allied Services,43,41,71,90,,76,95,47,50,52,51,45,56,40,57,57,81,80,41,63,48
Diploma in Travel & Tourism Management,Tourism & Service Industry,55,44,80,96,90.0,88,44,52,41,44,50,75,48,52,47,70,43,50,46,62,49
Diploma in Travel & Tourism Management,Tourism & Service Industry,58,47,85,88,81.0,85,48,55,53,52,41,71,55,48,54,78,50,46,46,77,46
Diploma in Interior Designing,Interior Design & Architecture,83,83,87,48,68.0,62,56,40,53,45,57,47,51,59,48,42,40,47,70,81,56
Diploma in Travel & Tourism Management,Tourism & Service Industry,59,60,95,95,82.0,98,41,41,42,44,52,65,55,53,46,70,49,50,48,60,48
Diploma in Interior Designing,Interior Design & Architecture,81,94,87,49,76.0,79,41,40,59,55,44,49,57,59,60,59,56,41,76,91,55
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,51,96,84,93,72.0,67,84,51,55,59,46,77,55,55,48,50,59,56,59,51,60
Diploma in Interior Designing,Interior Design & Architecture,89,95,81,44,61.0,74,41,52,55,45,45,40,45,56,50,51,57,59,76,95,57
Diploma in Photography,Photography & Visual Arts,85,90,93,44,73.0,61,57,66,43,40,58,41,53,51,56,45,48,54,45,96,52
Diploma in Graphic Designing,Design & Visual Communication,91,85,70,42,77.0,43,60,85,43,41,42,57,53,49,54,59,49,42,60,85,54
Diploma in Interior Designing,Interior Design & Architecture,100,97,93,50,70.0,78,41,43,50,50,53,60,50,52,56,49,42,46,75,80,42
Diploma in Digital Marketing,Marketing & Online Branding,40,98,95,54,87.0,67,41,87,50,53,49,79,41,44,48,53,53,56,59,80,48
Diploma in Event Management,Event Planning & Management,53,94,82,67,60.0,82,40,43,59,44,43,91,58,42,56,46,47,44,59,62,59
Diploma in Journalism & Mass Communication,Media & Communication,44,63,87,51,97.0,85,59,60,47,55,51,58,59,61,49,60,53,49,78,97,56
Diploma in Event Management,Event Planning & Management,48,92,92,63,62.0,98,60,47,43,52,59,95,52,50,49,43,44,45,41,77,57
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",89,93,78,59,75.0,54,40,98,52,43,44,41,48,46,40,55,43,53,69,89,60
Diploma in Travel & Tourism Management,Tourism & Service Industry,44,51,100,88,97.0,94,57,56,49,50,55,78,47,49,45,80,57,52,49,72,54
Diploma in Event Management,Event Planning & Management,55,86,90,77,72.0,84,43,46,48,60,53,83,60,60,48,59,55,45,56,64,53
Diploma in Photography,Photography & Visual Arts,87,97,87,43,78.0,69,56,74,46,43,43,56,59,59,44,54,43,49,51,95,55
Diploma in Paramedical Sciences,Healthcare & Allied Services,52,41,62,87,,62,96,52,43,51,59,42,56,60,42,55,83,82,57,79,47
Diploma in Event Management,Event Planning & Management,51,91,96,68,61.0,86,45,58,42,60,45,92,45,54,59,49,43,54,44,71,58
Diploma in Graphic Designing,Design & Visual Communication,85,87,75,51,60.0,44,43,96,52,47,51,51,49,45,54,53,54,46,73,95,45
Diploma in Photography,Photography & Visual Arts,83,81,87,43,72.0,64,48,63,43,59,50,59,45,60,56,58,41,47,43,84,50
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",96,95,64,47,78.0,47,51,92,57,40,60,55,42,57,45,48,49,43,64,84,52
Diploma in Interior Designing,Interior Design & Architecture,98,80,99,55,76.0,64,53,54,57,54,45,44,56,46,43,41,47,48,68,80,40
Diploma in Event Management,Event Planning & Management,50,93,90,80,77.0,90,44,41,53,55,60,80,44,51,40,40,51,47,52,61,54
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,81,83,92,80,60.0,72,67,47,44,47,40,44,52,58,51,60,52,41,55,43,42
Diploma in Travel & Tourism Management,Tourism & Service Industry,41,60,100,80,80.0,82,50,48,41,44,60,64,58,56,48,73,59,54,44,68,57
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,90,100,84,89,78.0,72,63,58,60,41,59,53,53,46,40,57,56,55,40,45,44
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,82,90,90,96,70.0,63,60,54,44,43,42,58,40,47,54,55,52,40,58,60,44
Diploma in Hotel Management,Hospitality & Service Management,41,55,97,86,92.0,80,65,43,60,56,58,68,51,70,46,54,41,40,59,76,43
Diploma in Event Management,Event Planning & Management,56,81,82,77,72.0,81,47,48,54,40,48,83,49,40,49,55,47,47,49,62,49
Diploma in Digital Marketing,Marketing & Online Branding,45,80,86,52,98.0,69,46,81,44,45,41,71,51,48,53,45,49,56,53,70,54
Diploma in Journalism & Mass Communication,Media & Communication,42,61,89,55,84.0,81,58,53,60,49,42,57,42,74,43,50,54,56,75,90,57
Diploma in Graphic Designing,Design & Visual Communication,80,90,62,50,65.0,51,43,83,40,47,51,40,45,58,42,57,44,41,64,84,44
Diploma in Hotel Management,Hospitality & Service Management,41,42,87,80,91.0,92,76,59,47,54,51,74,41,70,49,57,47,44,42,64,43
Diploma in Photography,Photography & Visual Arts,97,81,82,54,77.0,65,40,74,60,43,52,44,55,51,56,47,44,48,60,100,48
Diploma in Digital Marketing,Marketing & Online Branding,40,85,93,56,82.0,80,52,93,43,53,58,77,52,42,57,59,59,57,44,74,40
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,83,89,85,83,63.0,76,73,41,59,56,51,46,58,59,43,46,48,51,56,40,50
Diploma in Journalism & Mass Communication,Media & Communication,60,80,97,45,96.0,95,52,50,53,54,50,48,55,65,59,54,52,51,74,100,47
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,58,56,78,50,61.0,59,57,91,56,51,45,44,60,60,56,42,56,56,96,67,99
Diploma in Hotel Management,Hospitality & Service Management,51,47,83,83,100.0,93,66,41,40,52,41,74,59,75,53,40,58,44,51,65,49
Diploma in Fashion Designing,"Fashion, Creativity & Design",93,86,89,62,60.0,63,47,46,53,56,51,58,47,60,50,56,44,53,49,85,54
Diploma in Digital Marketing,Marketing & Online Branding,54,98,90,54,96.0,65,45,83,49,43,42,75,44,49,41,59,41,47,50,63,47
Diploma in Graphic Designing,Design & Visual Communication,85,87,61,41,70.0,54,44,88,50,42,57,55,41,54,55,45,54,42,77,85,48
Diploma in Event Management,Event Planning & Management,60,87,90,67,76.0,80,46,47,49,57,50,84,54,56,44,59,41,41,44,69,53
Diploma in Graphic Designing,Design & Visual Communication,97,90,79,48,78.0,51,58,88,48,42,44,53,51,54,42,45,60,42,63,94,49
Diploma in Retail Management,Retail & Sales Operations,40,50,80,97,86.0,60,67,44,50,44,59,99,59,48,42,57,59,54,49,77,41
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",80,81,68,51,75.0,43,40,84,46,46,60,46,46,41,45,41,56,58,75,98,52
Diploma in Graphic Designing,Design & Visual Communication,82,93,78,46,75.0,41,46,80,56,51,52,54,51,56,41,43,55,51,73,84,42
Diploma in Interior Designing,Interior Design & Architecture,92,85,90,47,75.0,65,49,46,60,43,43,59,45,50,44,43,42,46,66,100,48
Diploma in Travel & Tourism Management,Tourism & Service Industry,46,57,82,87,100.0,95,42,44,46,41,42,60,48,53,47,63,48,55,45,60,55
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,84,86,90,91,60.0,74,70,54,46,47,55,58,47,43,54,43,59,56,58,55,58
Diploma in Digital Marketing,Marketing & Online Branding,51,87,98,54,91.0,79,48,80,51,58,54,67,50,55,47,41,52,40,51,79,42
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,60,82,96,82,63.0,69,82,57,58,55,49,78,40,45,53,44,43,45,58,59,52
Diploma in Retail Management,Retail & Sales Operations,45,52,85,96,85.0,64,76,41,48,58,40,92,49,50,48,52,50,56,60,75,57
Diploma in Hotel Management,Hospitality & Service Management,42,54,84,82,88.0,97,80,52,42,60,48,60,45,80,54,60,47,60,42,63,60
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,93,94,83,87,60.0,78,63,48,44,47,48,52,46,53,55,57,60,41,59,41,51
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",97,85,67,60,80.0,42,51,80,51,48,44,55,54,52,50,52,58,44,66,81,59
Diploma in Photography,Photography & Visual Arts,87,80,99,52,63.0,74,50,67,41,51,41,55,60,47,42,49,59,56,59,86,60
Diploma in Graphic Designing,Design & Visual Communication,98,91,75,56,70.0,41,41,80,40,59,59,54,57,51,51,52,45,57,63,87,42
Diploma in Digital Marketing,Marketing & Online Branding,42,99,91,54,82.0,75,44,94,48,59,41,71,53,42,41,51,52,52,41,62,40
Diploma in Hotel Management,Hospitality & Service Management,56,52,94,88,82.0,84,76,50,58,48,58,69,56,63,57,49,60,43,57,73,47
Diploma in Graphic Designing,Design & Visual Communication,89,93,79,46,80.0,52,44,81,49,55,53,46,43,45,51,58,48,52,79,80,55
Diploma in Interior Designing,Interior Design & Architecture,85,95,82,46,74.0,74,46,43,45,58,55,56,46,42,44,52,41,48,79,98,40
Diploma in Interior Designing,Interior Design & Architecture,87,89,96,58,74.0,66,47,42,57,47,51,40,51,43,48,42,59,46,70,88,46
Diploma in Paramedical Sciences,Healthcare & Allied Services,43,46,67,88,,76,87,53,49,53,54,51,51,41,53,41,86,90,59,72,44
Diploma in Retail Management,Retail & Sales Operations,48,42,96,95,86.0,67,68,57,46,55,57,90,48,43,40,52,54,47,51,74,56
Diploma in Interior Designing,Interior Design & Architecture,80,83,90,45,61.0,63,55,56,55,56,55,46,58,50,47,56,56,43,70,100,47
Diploma in Retail Management,Retail & Sales Operations,59,57,90,85,86.0,60,61,52,54,54,53,80,49,54,57,49,56,45,60,75,54
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",88,94,69,51,71.0,59,58,85,58,48,56,52,44,49,56,59,59,50,65,99,40
Diploma in Graphic Designing,Design & Visual Communication,92,92,71,54,69.0,59,44,92,53,58,57,45,50,45,53,46,56,57,60,86,48
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,45,53,77,49,65.0,45,41,97,46,55,47,40,45,45,58,44,49,44,83,63,86
Diploma in Interior Designing,Interior Design & Architecture,88,99,80,58,74.0,63,59,53,46,42,42,40,45,51,57,49,52,40,79,95,51
Diploma in Event Management,Event Planning & Management,54,100,80,69,74.0,97,48,54,49,43,48,85,49,47,57,47,53,55,41,70,50
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,54,90,99,90,71.0,75,97,46,50,57,59,60,40,60,43,57,51,46,55,51,41
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,88,85,91,97,73.0,65,69,57,56,51,50,51,42,49,48,59,50,48,52,56,53
Diploma in Interior Designing,Interior Design & Architecture,92,80,89,54,60.0,64,57,43,41,46,40,48,54,57,41,49,58,50,72,88,52
Diploma in Hotel Management,Hospitality & Service Management,55,43,88,98,85.0,90,65,45,55,48,58,78,59,70,52,48,45,49,54,75,46
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,53,96,81,100,61.0,76,81,57,60,54,43,77,54,53,46,41,56,44,40,52,45
Diploma in Paramedical Sciences,Healthcare & Allied Services,50,40,65,80,,62,84,59,47,48,48,53,57,57,59,40,93,89,57,62,54
Diploma in Hotel Management,Hospitality & Service Management,46,57,97,100,91.0,92,62,53,40,51,43,66,57,67,42,44,53,51,49,75,48
Diploma in Paramedical Sciences,Healthcare & Allied Services,58,60,76,99,,74,85,41,47,55,48,49,56,60,60,41,100,100,54,72,50
Diploma in Hotel Management,Hospitality & Service Management,57,56,99,86,96.0,84,65,44,55,45,59,69,53,69,60,55,60,59,43,60,58
Diploma in Interior Designing,Interior Design & Architecture,97,100,99,57,77.0,80,53,57,59,52,47,54,51,54,43,43,46,59,63,84,46
Diploma in Journalism & Mass Communication,Media & Communication,48,64,99,51,100.0,96,49,49,40,43,58,54,48,72,55,46,59,50,75,93,40
Diploma in Retail Management,Retail & Sales Operations,57,60,89,82,100.0,79,66,59,51,52,49,84,54,49,58,53,55,49,52,74,53
Diploma in Photography,Photography & Visual Arts,95,99,87,51,68.0,67,56,70,58,57,45,52,52,51,43,57,51,47,54,90,40
Diploma in Event Management,Event Planning & Management,43,97,88,78,73.0,82,51,44,40,48,52,81,56,50,51,48,60,44,46,65,46
Diploma in Digital Marketing,Marketing & Online Branding,53,92,83,49,81.0,64,51,96,40,55,55,78,44,54,57,51,60,53,55,79,50
Diploma in Paramedical Sciences,Healthcare & Allied Services,47,42,73,88,,75,81,60,58,47,43,53,51,48,47,42,95,86,48,76,40
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,58,80,95,88,77.0,70,94,48,41,59,54,80,52,44,43,41,56,50,51,60,58
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,94,92,99,99,77.0,60,71,49,48,48,47,50,40,44,60,46,49,56,50,44,57
Diploma in Hotel Management,Hospitality & Service Management,47,51,87,93,93.0,92,63,41,59,42,45,68,50,67,53,43,52,49,55,78,43
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",95,80,61,47,78.0,58,57,100,57,58,48,52,47,55,55,45,44,40,68,96,60
Diploma in Event Management,Event Planning & Management,56,99,94,66,74.0,81,41,40,41,46,51,96,40,52,48,58,54,44,52,75,42
Diploma in Retail Management,Retail & Sales Operations,52,46,99,87,89.0,66,76,59,57,44,50,94,40,59,57,43,57,45,50,79,41
Diploma in Graphic Designing,Design & Visual Communication,92,94,80,41,74.0,58,52,93,44,53,48,43,46,56,43,58,46,56,65,86,40
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,60,80,91,90,75.0,66,84,58,49,53,47,80,51,46,60,57,57,48,50,54,60
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",97,98,74,54,63.0,60,47,91,45,55,40,59,52,55,60,53,45,44,78,88,41
Diploma in Interior Designing,Interior Design & Architecture,89,85,87,47,65.0,73,56,58,45,49,46,48,57,51,46,54,54,42,80,87,56
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,80,87,81,92,77.0,67,74,52,48,50,42,52,56,43,50,40,53,60,44,42,53
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,47,80,82,92,63.0,77,85,55,59,50,53,80,49,47,44,52,42,53,43,40,46
Diploma in Travel & Tourism Management,Tourism & Service Industry,53,56,84,98,85.0,95,41,59,43,46,53,67,59,54,40,62,54,49,40,78,41
Diploma in Journalism & Mass Communication,Media & Communication,58,75,92,55,96.0,82,40,41,43,42,55,41,44,69,50,59,49,48,60,86,54
Diploma in Event Management,Event Planning & Management,59,90,99,68,67.0,98,43,41,57,53,44,92,42,53,43,54,41,53,46,63,42
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,85,97,85,81,80.0,78,78,41,54,60,41,47,46,41,55,46,57,60,41,45,45
Diploma in Fashion Designing,"Fashion, Creativity & Design",100,86,84,75,63.0,80,49,48,40,59,52,60,40,46,60,55,58,45,42,82,47
Diploma in Fashion Designing,"Fashion, Creativity & Design",82,84,92,76,62.0,76,40,44,40,49,48,46,41,60,49,54,58,60,57,90,60
Diploma in Paramedical Sciences,Healthcare & Allied Services,47,51,73,80,,65,94,56,54,53,44,45,60,51,48,53,82,88,40,72,45
Diploma in Digital Marketing,Marketing & Online Branding,50,92,81,43,100.0,61,42,92,53,41,47,76,57,48,56,46,46,49,40,77,60
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,58,46,76,58,79.0,40,44,84,42,45,60,49,45,57,48,56,42,59,98,76,91
Diploma in Journalism & Mass Communication,Media & Communication,58,72,82,42,92.0,93,54,40,42,52,55,56,44,65,52,40,55,51,76,100,58
Diploma in Travel & Tourism Management,Tourism & Service Industry,55,53,99,82,80.0,99,56,55,48,50,51,66,50,42,51,69,46,58,47,61,55
Diploma in Event Management,Event Planning & Management,47,84,84,62,73.0,80,48,40,45,40,43,97,56,59,42,48,42,42,56,69,50
Diploma in Travel & Tourism Management,Tourism & Service Industry,51,52,96,86,80.0,93,60,56,56,59,53,62,46,43,46,71,48,59,50,65,50
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,42,42,78,45,66.0,47,43,95,54,59,59,50,47,45,60,43,58,54,95,70,91
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,84,91,85,82,67.0,62,71,43,58,60,50,54,54,45,49,49,41,44,41,43,57
Diploma in Travel & Tourism Management,Tourism & Service Industry,45,47,83,92,80.0,95,47,45,43,50,58,60,46,56,42,73,48,42,57,68,41
Diploma in Photography,Photography & Visual Arts,91,80,89,42,65.0,79,59,60,56,46,59,50,50,45,56,56,60,44,54,94,42
Diploma in Event Management,Event Planning & Management,51,81,94,71,79.0,100,49,54,40,55,44,86,48,60,51,55,50,46,53,74,54
Diploma in Interior Designing,Interior Design & Architecture,95,100,92,46,60.0,64,53,47,52,52,58,54,46,46,43,41,56,53,77,85,51
Diploma in Photography,Photography & Visual Arts,96,100,96,48,71.0,78,44,73,45,60,46,55,52,57,57,42,56,50,42,86,49
Diploma in Travel & Tourism Management,Tourism & Service Industry,55,58,89,80,86.0,82,58,51,57,47,43,69,54,43,58,77,40,59,50,63,53
Diploma in Journalism & Mass Communication,Media & Communication,45,61,83,40,92.0,81,49,59,43,57,55,60,50,71,58,48,55,60,62,95,46
Diploma in Interior Designing,Interior Design & Architecture,97,88,97,49,80.0,76,48,54,58,59,48,43,53,46,43,45,40,45,80,91,44
Diploma in Hotel Management,Hospitality & Service Management,45,47,95,88,94.0,93,62,47,57,46,51,66,56,79,55,54,51,46,60,80,51
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,89,89,90,83,79.0,62,80,58,49,43,59,47,58,41,40,55,60,40,55,40,43
Diploma in Interior Designing,Interior Design & Architecture,99,80,93,50,61.0,70,54,46,55,50,45,50,51,51,41,47,44,50,68,85,50
Diploma in Photography,Photography & Visual Arts,99,83,87,47,61.0,69,41,78,55,51,59,59,40,50,45,47,45,58,59,88,55
Diploma in Retail Management,Retail & Sales Operations,44,50,91,81,91.0,69,75,57,51,41,59,92,51,50,46,41,52,54,40,72,56
Diploma in Journalism & Mass Communication,Media & Communication,43,62,96,46,98.0,96,42,48,54,45,44,50,49,60,41,48,42,42,60,92,52
Diploma in Interior Designing,Interior Design & Architecture,92,87,97,42,66.0,65,46,48,53,50,54,46,50,44,43,42,40,58,77,80,46
Diploma in Hotel Management,Hospitality & Service Management,56,56,97,95,94.0,97,76,47,50,46,43,72,41,60,45,59,60,54,55,76,41
Diploma in Fashion Designing,"Fashion, Creativity & Design",83,99,83,77,60.0,74,54,52,60,48,44,43,40,46,54,45,58,42,40,94,48
Diploma in Interior Designing,Interior Design & Architecture,92,95,83,47,64.0,80,50,54,40,44,47,41,49,56,57,49,42,40,76,98,56
Diploma in Travel & Tourism Management,Tourism & Service Industry,45,50,82,81,98.0,85,42,55,54,41,42,79,46,54,58,73,43,48,53,69,58
Diploma in Digital Marketing,Marketing & Online Branding,53,82,89,48,96.0,62,45,83,54,48,58,64,51,47,60,46,42,45,59,62,47
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,99,99,99,90,72.0,60,77,45,57,54,59,52,46,45,55,41,60,40,59,49,49
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,47,41,76,45,73.0,48,44,80,40,41,47,54,51,55,41,52,45,60,88,69,95
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",81,80,75,48,68.0,44,53,97,47,53,59,46,49,58,49,40,48,42,74,84,55
Diploma in Hotel Management,Hospitality & Service Management,56,56,90,83,100.0,83,79,54,50,52,55,64,48,79,42,51,40,57,46,65,44
Diploma in Fashion Designing,"Fashion, Creativity & Design",86,84,94,80,68.0,69,47,41,52,43,50,44,49,44,51,53,42,47,45,93,59
Diploma in Graphic Designing,Design & Visual Communication,96,93,77,56,70.0,56,56,88,60,53,40,44,54,46,49,46,53,56,79,91,48
Diploma in Retail Management,Retail & Sales Operations,41,45,85,96,90.0,65,78,50,54,54,50,83,42,41,50,58,47,43,49,66,40
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,45,83,88,85,70.0,75,85,56,49,44,51,80,56,51,52,45,42,59,51,46,58
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,55,44,74,60,70.0,41,45,87,54,52,58,41,56,46,58,49,44,52,84,76,80
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,48,45,66,43,72.0,51,46,88,55,41,53,57,41,60,60,50,41,59,86,70,95
Diploma in Event Management,Event Planning & Management,56,100,92,62,73.0,88,52,49,48,51,58,84,54,48,49,60,52,47,46,60,46
Diploma in Photography,Photography & Visual Arts,85,92,91,44,80.0,67,44,80,57,58,57,53,54,54,58,46,42,44,49,83,56
Diploma in Interior Designing,Interior Design & Architecture,86,87,81,56,61.0,78,44,49,40,58,59,54,49,45,45,46,57,56,67,83,40
Diploma in Graphic Designing,Design & Visual Communication,99,80,62,47,80.0,58,49,95,43,57,55,48,41,59,41,46,43,59,76,95,49
Diploma in Paramedical Sciences,Healthcare & Allied Services,53,55,67,95,,77,93,40,41,40,60,40,45,46,60,55,86,94,45,65,50
Diploma in Graphic Designing,Design & Visual Communication,91,96,65,53,80.0,40,49,81,50,58,49,40,47,51,40,59,45,43,71,97,55
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",83,96,64,53,74.0,43,51,94,49,60,52,60,51,60,50,40,48,44,67,97,52
Diploma in Digital Marketing,Marketing & Online Branding,51,87,92,48,97.0,74,51,96,47,58,45,65,45,58,53,48,41,54,45,60,56
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,97,91,90,85,73.0,60,79,48,59,50,46,54,52,56,59,57,48,50,46,50,40
Diploma in Graphic Designing,Design & Visual Communication,82,97,75,43,72.0,47,44,90,41,50,58,48,52,52,58,43,54,48,60,88,47
Diploma in Travel & Tourism Management,Tourism & Service Industry,42,44,92,96,84.0,96,58,53,44,46,53,80,41,46,52,74,60,56,50,74,44
Diploma in Travel & Tourism Management,Tourism & Service Industry,41,43,94,93,98.0,94,48,42,54,51,44,60,41,43,58,73,43,40,47,78,54
Diploma in Paramedical Sciences,Healthcare & Allied Services,53,52,71,88,,77,99,42,57,50,53,46,45,60,45,59,99,85,56,79,42
Diploma in Interior Designing,Interior Design & Architecture,86,95,92,48,64.0,60,56,55,48,44,42,49,57,42,50,51,45,43,71,93,52
