Course,Area of Interest,History,Political Science,Sociology,Psychology,Economics,Philosophy,Geography,English,Hindi,Sanskrit,Fine Arts,PE,Logical Reasoning,Memory,Communication,Empathy,Creativity,Critical Thinking,Final Score,Career Options
BA Sociology,Social Work & Research,46,60,96,81,50,48,46,76,56,41,45,53,45,41,80,89,60,64,64.07,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,55,61,89,81,55,55,58,66,51,54,47,45,49,42,98,96,46,80,69.93,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,43,73,99,94,47,60,54,79,53,48,47,56,41,42,87,91,40,69,69.71,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,42,65,86,99,57,50,58,64,58,50,51,49,47,48,83,84,60,67,67.29,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,54,74,95,93,47,57,49,79,45,51,41,46,55,42,92,82,57,70,67.58,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,45,60,80,87,44,55,50,64,43,45,53,58,48,51,90,93,55,60,66.44,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,60,80,92,81,43,45,44,62,40,43,59,41,44,42,88,99,45,77,65.22,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,58,71,90,81,54,51,51,68,60,41,42,51,55,60,80,100,42,79,66.6,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,48,78,94,97,50,55,56,64,51,50,54,42,40,59,95,81,41,62,67.04,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,54,66,85,88,59,40,47,62,43,54,45,54,60,42,100,100,53,79,68.87,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Sociology,Social Work & Research,43,71,96,86,48,42,52,74,57,58,40,45,41,53,85,93,43,80,66.6,"Social Researcher, NGO Worker / Development Specialist, Community Service Manager, HR / Organizational Development Specialist, Social Policy Advisor"
BA Psychology,Counseling & Psychology,42,58,93,99,56,47,53,65,55,58,53,58,42,89,78,88,59,72,68.98,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,53,48,98,94,59,53,45,80,43,47,56,48,40,99,73,90,60,62,68.62,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,53,48,83,83,47,41,48,73,48,55,56,55,51,82,70,93,57,80,69.91,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,44,55,99,84,42,51,40,80,48,48,43,42,56,81,60,87,52,74,65.67,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,51,51,93,94,54,48,58,79,47,60,58,45,59,98,63,86,43,71,69.87,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,42,51,81,81,48,40,47,65,45,57,56,51,45,87,78,89,40,72,66.98,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,42,47,93,82,55,52,59,76,52,45,56,53,56,87,70,99,40,66,70.22,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,60,56,89,90,48,48,44,76,48,56,60,58,46,88,66,92,50,73,70.62,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,50,52,93,92,40,47,51,78,51,47,47,60,52,91,75,80,52,66,66.76,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,47,53,92,94,56,54,59,77,57,41,43,40,43,97,64,98,54,67,70.29,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,56,40,91,98,54,48,46,61,48,49,41,58,50,92,69,93,57,78,67.78,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,46,42,99,85,60,41,45,62,55,47,41,56,48,91,62,90,40,72,66.89,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,44,60,96,85,60,50,57,63,42,52,48,60,45,91,61,82,42,71,68.09,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,48,47,90,95,43,40,46,61,44,46,43,44,40,80,74,99,58,69,66.82,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,42,50,94,90,56,56,45,64,47,41,55,59,51,85,60,83,56,72,68.56,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,44,42,90,92,43,53,50,69,58,57,45,54,60,89,64,84,49,64,65.6,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,45,43,97,88,56,52,54,79,56,52,55,43,44,84,68,96,52,61,68.4,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,60,58,82,89,41,52,58,76,60,53,51,60,51,90,66,83,58,60,67.42,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,52,54,81,90,43,58,56,62,57,47,58,44,46,100,67,84,56,64,66.33,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,58,60,81,90,52,54,51,80,50,46,44,56,59,88,73,91,45,76,70.89,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,58,55,91,91,59,45,43,65,50,40,54,50,58,97,76,98,60,73,71.09,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,58,54,94,83,46,52,42,75,48,47,59,52,56,96,76,80,47,78,67.8,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,42,44,92,94,53,55,57,70,42,49,49,60,55,91,61,88,42,74,66.09,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,58,57,87,96,47,46,46,62,40,43,44,40,54,84,72,87,47,64,65.33,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,40,43,82,81,47,48,41,73,53,43,45,50,42,87,62,93,52,72,63.04,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,52,58,85,95,41,47,56,61,49,55,45,41,41,92,74,81,46,62,65.44,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,53,46,100,86,40,56,48,80,52,60,58,60,58,96,69,89,43,67,71.4,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,59,57,93,97,53,59,60,74,43,52,47,57,51,93,61,97,41,70,69.33,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,51,56,94,96,57,45,56,77,47,48,45,44,51,90,60,90,58,68,66.56,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,51,43,83,97,54,58,52,78,56,45,55,51,58,84,76,80,49,74,70.84,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,60,50,92,84,40,51,50,76,43,54,48,60,59,98,78,91,44,69,70.18,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,44,55,86,88,42,54,55,77,53,42,51,48,46,88,72,97,44,72,66.11,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,41,55,88,88,45,50,40,63,52,52,52,41,48,87,66,83,57,62,64.56,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,51,51,100,87,40,43,60,70,42,52,56,49,60,91,74,100,49,73,69.42,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,44,45,81,96,43,53,49,62,42,54,45,56,51,99,70,83,45,60,67.71,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,55,54,96,87,51,60,49,74,48,41,44,45,46,100,60,86,59,71,69.04,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,55,50,100,83,52,46,43,74,58,48,50,47,40,87,72,83,47,62,66.36,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,41,41,92,94,51,43,47,68,44,59,57,50,54,88,76,91,46,69,67.18,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,52,58,90,92,60,47,47,63,54,50,50,40,56,94,79,85,54,68,69.22,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,57,56,97,84,59,59,48,70,40,57,45,41,54,100,73,84,45,65,69.8,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,53,49,93,92,42,45,47,71,52,50,51,40,56,95,70,92,57,70,68.2,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,45,48,95,83,42,55,51,70,44,57,58,45,57,85,63,91,58,61,68.44,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,50,50,100,95,41,41,47,72,49,47,43,54,40,90,66,96,59,77,67.84,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,48,44,89,83,44,49,50,80,49,47,41,47,55,84,62,91,52,72,66.11,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
BA Psychology,Counseling & Psychology,43,48,81,98,40,46,56,62,59,59,60,42,42,96,66,93,56,77,68.36,"Clinical Psychologist (with higher study), Counsellor (School / Career / Mental Health), HR / Industrial Psychologist, Rehabilitation Specialist, Social Worker"
