Course,Physics,Chemistry,Biology,Math,English,Hindi,Psychology,CS,Logical Reasoning,Analytical Thinking,Critical Thinking,Problem-Solving,Communication,Creativity,Research Skills,Numerical Aptitude,Empathy,Attention to Detail,Career Option
BAMS,66,98,96,50,77,59,53,41,60,44,61,49,76,50,92,42,82,60,Ayurvedic Doctor
BAMS,74,96,99,51,61,49,56,46,43,47,62,47,68,54,99,41,89,56,Wellness & Lifestyle Consultant
BAMS,64,89,90,45,61,59,45,57,41,51,72,52,72,55,80,51,92,43,Teaching/Academia (Ayurveda)
BAMS,61,98,94,40,60,43,45,55,52,55,79,52,67,42,84,46,87,46,Ayurveda Pharmacist
BAMS,75,90,98,51,63,54,40,49,59,54,66,50,73,51,86,53,84,53,Herbal Medicine Expert
BAMS,79,93,93,56,79,48,59,54,49,55,73,45,63,48,97,51,82,41,Clinical Researcher (Ayurveda)
BAMS,72,100,93,49,63,41,51,49,49,57,77,59,66,57,84,49,91,57,Ayurveda Pharmacist
BAMS,79,97,82,43,60,55,44,52,55,49,78,56,67,56,97,59,80,59,Panchakarma Specialist
BAMS,80,98,92,54,80,48,57,58,46,48,73,54,78,45,81,46,96,59,Ayurvedic Doctor
BAMS,66,99,95,45,80,56,57,60,57,59,61,60,77,51,96,52,88,45,Teaching/Academia (Ayurveda)
BAMS,73,91,94,58,66,58,49,44,44,45,66,54,62,41,96,41,92,49,Teaching/Academia (Ayurveda)
BAMS,78,92,89,60,63,51,53,46,42,43,78,42,79,49,83,43,85,48,Panchakarma Specialist
BAMS,68,91,94,48,72,44,59,55,41,55,73,54,60,52,82,57,99,46,Ayurvedic Doctor
BAMS,72,87,95,59,71,41,47,54,43,42,77,57,70,41,82,57,98,53,Ayurvedic Doctor
BAMS,65,98,87,45,62,46,54,57,49,56,76,42,80,60,82,49,84,45,Wellness & Lifestyle Consultant
BAMS,70,95,80,51,80,43,40,54,52,53,61,60,70,48,91,44,96,60,Clinical Researcher (Ayurveda)
BAMS,64,84,92,57,73,50,47,41,42,55,73,56,80,57,84,55,82,43,Panchakarma Specialist
BAMS,80,91,87,46,67,40,45,53,52,52,67,45,73,56,91,57,91,60,Ayurveda Pharmacist
BAMS,76,87,84,55,80,55,52,60,59,53,61,57,70,51,82,45,81,49,Herbal Medicine Expert
BAMS,68,99,95,42,66,49,45,56,59,52,79,41,73,44,92,50,97,45,Ayurvedic Doctor
BAMS,74,99,95,47,68,44,60,43,59,59,79,45,65,57,87,43,86,46,Ayurveda Pharmacist
BAMS,70,95,91,47,80,55,40,43,41,52,67,59,64,49,91,58,98,45,Herbal Medicine Expert
BAMS,63,80,84,47,67,46,45,55,41,46,65,53,62,45,80,48,97,49,Panchakarma Specialist
BAMS,67,97,89,58,74,46,56,42,52,55,62,54,64,60,86,49,82,56,Ayurveda Pharmacist
BAMS,71,97,87,49,76,42,40,41,55,52,64,49,72,42,90,49,87,40,Clinical Researcher (Ayurveda)
BAMS,67,90,84,40,67,59,40,47,53,42,71,43,69,53,90,47,100,60,Teaching/Academia (Ayurveda)
BHMS,69,82,86,50,60,60,57,41,58,57,72,56,60,45,92,51,97,53,Homeopathic Doctor
BHMS,68,96,97,50,71,43,57,46,55,43,64,48,70,54,91,58,96,41,Public Health Specialist
BHMS,72,92,81,51,75,59,53,44,48,56,64,53,61,41,86,49,94,56,Homeopathy Pharmacist
BHMS,65,89,94,58,79,52,49,48,42,40,65,47,73,51,83,43,82,59,Wellness Consultant
BHMS,67,95,87,40,60,60,55,54,42,54,63,46,75,56,81,46,92,42,Homeopathy Researcher
BHMS,60,94,86,55,66,40,52,58,55,42,68,44,63,45,89,47,84,60,Homeopathic Doctor
BHMS,70,88,98,60,60,41,57,60,51,44,61,56,76,47,85,42,92,43,Homeopathic Doctor
BHMS,80,81,92,55,80,40,55,42,48,44,71,54,75,42,100,40,93,55,Homeopathic Doctor
BHMS,65,95,80,53,67,43,53,58,58,51,69,41,75,49,99,55,93,60,Public Health Specialist
BHMS,69,93,90,59,75,59,53,52,53,45,76,44,69,48,95,45,86,52,Homeopathy Researcher
BHMS,74,94,90,58,72,60,45,49,52,43,65,44,68,57,85,44,84,47,Homeopathy Researcher
BHMS,73,92,96,43,69,59,50,42,45,47,67,48,66,55,84,50,84,48,Clinical Practitioner
BHMS,66,89,90,45,80,40,53,60,41,45,66,45,64,60,99,41,91,59,Clinical Practitioner
BHMS,61,99,82,56,77,54,48,54,46,54,79,55,63,60,100,60,93,60,Medical Educator (Homeopathy)
BHMS,77,96,99,55,66,50,43,58,60,41,60,49,72,51,89,60,85,41,Medical Educator (Homeopathy)
BHMS,60,95,100,47,66,42,46,54,54,45,63,51,73,43,94,41,86,52,Homeopathy Researcher
BHMS,75,84,87,56,60,48,57,55,57,44,74,43,71,53,86,49,90,46,Homeopathy Pharmacist
BHMS,80,95,98,49,72,40,49,52,48,51,80,48,67,43,96,56,94,51,Homeopathy Pharmacist
BHMS,68,95,100,45,61,59,52,48,54,48,77,46,61,52,80,46,85,43,Medical Educator (Homeopathy)
BHMS,69,92,90,40,80,50,45,47,44,43,69,57,69,43,99,49,91,48,Homeopathic Doctor
BHMS,76,87,99,41,71,57,59,46,53,60,65,41,63,43,83,46,81,42,Wellness Consultant
BHMS,80,87,81,59,78,45,58,53,40,48,67,44,66,59,87,59,86,54,Homeopathy Researcher
BHMS,64,90,87,58,71,47,50,49,55,47,76,52,76,43,91,58,86,44,Homeopathic Doctor
BHMS,77,83,89,60,65,51,41,40,48,54,63,56,64,59,83,46,80,46,Homeopathy Pharmacist
BHMS,68,99,82,44,66,45,58,50,59,44,73,43,70,45,96,60,86,45,Clinical Practitioner
BHMS,61,98,86,47,61,52,59,52,57,47,67,47,77,52,81,44,90,58,Wellness Consultant
BHMS,64,89,99,48,62,42,56,47,45,49,60,60,66,60,84,47,81,41,Homeopathy Pharmacist
BHMS,64,99,82,57,80,40,51,54,48,48,74,56,79,57,81,44,82,57,Wellness Consultant
BHMS,75,85,81,50,70,49,54,46,47,51,73,56,74,46,99,51,85,60,Homeopathy Researcher
BHMS,77,84,96,58,64,60,57,40,40,58,67,50,60,46,83,42,83,48,Homeopathy Researcher
BHMS,72,99,92,46,70,58,55,51,55,51,65,51,71,48,84,47,90,55,Clinical Practitioner
BHMS,67,82,80,55,75,51,41,54,40,40,73,47,61,46,89,51,92,44,Medical Educator (Homeopathy)
BHMS,77,88,97,43,73,58,60,53,44,56,77,48,79,50,98,55,100,55,Public Health Specialist
BHMS,71,85,95,58,65,52,48,42,59,57,72,45,64,52,94,50,86,45,Homeopathy Pharmacist
BHMS,69,84,87,59,64,48,46,46,47,60,68,60,73,46,87,41,81,53,Medical Educator (Homeopathy)
BHMS,65,80,82,55,61,57,53,60,54,57,79,57,73,46,88,44,89,59,Medical Educator (Homeopathy)
BHMS,68,82,84,40,63,47,54,57,56,42,65,45,63,43,80,51,95,59,Wellness Consultant
BHMS,78,99,92,51,76,49,50,48,42,50,67,59,74,57,90,55,97,55,Medical Educator (Homeopathy)
BHMS,71,83,81,45,64,46,58,58,54,43,63,54,70,48,93,50,85,55,Public Health Specialist
BHMS,71,88,94,55,60,43,55,57,52,51,76,46,66,41,93,58,100,47,Wellness Consultant
BHMS,73,97,83,59,66,42,52,51,58,56,60,50,74,40,95,47,94,57,Homeopathy Pharmacist
BHMS,75,96,84,52,60,50,42,45,45,60,64,56,70,49,90,40,98,59,Clinical Practitioner
BHMS,65,80,87,57,62,44,43,40,57,51,66,42,60,44,81,52,88,56,Clinical Practitioner
BHMS,75,87,96,40,70,41,53,52,48,46,63,50,73,60,92,60,85,57,Homeopathy Pharmacist
BHMS,63,81,100,45,67,58,57,60,48,57,66,57,75,48,96,59,98,53,Homeopathy Pharmacist
BHMS,69,96,90,53,77,54,60,42,49,53,66,58,61,50,94,52,86,45,Public Health Specialist
BHMS,72,98,84,58,79,51,44,41,51,57,71,41,68,60,95,54,94,52,Public Health Specialist
BHMS,77,99,84,52,65,56,55,46,56,40,70,42,75,52,89,53,85,56,Public Health Specialist
BHMS,67,83,81,55,80,59,52,47,45,58,74,56,79,41,99,53,90,43,Wellness Consultant
BHMS,73,98,86,43,77,44,54,53,59,55,79,45,79,50,96,51,88,42,Homeopathy Researcher
BHMS,73,86,90,53,71,60,54,49,58,45,68,55,77,47,85,60,87,42,Homeopathy Researcher
BHMS,63,99,91,59,62,55,45,57,44,55,75,46,73,57,84,52,87,60,Wellness Consultant
BHMS,75,94,89,43,78,58,55,41,42,44,69,53,72,47,81,51,82,48,Public Health Specialist
BHMS,73,85,88,40,65,48,45,44,44,57,71,46,69,51,100,60,97,40,Medical Educator (Homeopathy)
BHMS,78,93,80,46,76,60,42,59,47,54,63,53,78,49,89,50,87,52,Clinical Practitioner
BHMS,67,81,81,49,67,58,54,45,50,57,63,43,67,51,80,49,92,52,Homeopathy Pharmacist
BHMS,69,84,82,41,63,48,50,44,55,44,61,42,77,56,95,44,93,57,Medical Educator (Homeopathy)
BHMS,72,94,87,55,60,54,56,56,47,52,78,55,79,51,99,42,81,42,Medical Educator (Homeopathy)
BHMS,73,84,82,44,70,53,51,51,41,54,78,47,64,57,92,57,89,44,Clinical Practitioner
BHMS,76,90,83,42,80,44,58,51,56,42,67,57,72,47,98,47,83,54,Homeopathic Doctor
BHMS,71,94,99,48,60,40,46,45,43,46,79,52,67,48,91,52,96,43,Homeopathic Doctor
BHMS,80,95,83,56,74,56,53,51,45,55,77,47,74,43,84,48,96,59,Homeopathic Doctor
BHMS,80,83,91,59,69,49,45,48,56,45,80,53,66,57,94,54,80,57,Homeopathic Doctor
BHMS,72,88,84,53,78,48,44,48,47,44,74,44,73,45,80,43,94,48,Homeopathy Pharmacist
BHMS,63,99,92,42,60,53,50,58,54,50,70,55,72,50,90,43,99,48,Homeopathy Researcher
BHMS,63,89,97,52,60,46,55,42,51,45,79,53,60,54,99,60,92,50,Wellness Consultant
BHMS,60,81,84,40,77,58,49,51,58,59,70,59,67,47,99,54,86,41,Public Health Specialist
BHMS,75,97,89,47,70,57,48,44,58,42,65,41,69,48,80,59,93,60,Clinical Practitioner
BHMS,62,80,90,48,71,55,46,56,47,58,75,57,75,44,87,55,93,60,Homeopathic Doctor
BHMS,64,85,80,53,68,57,60,56,49,55,63,42,76,59,100,50,96,52,Clinical Practitioner
BHMS,70,94,84,60,60,46,42,54,47,49,72,57,71,49,96,50,95,51,Homeopathy Pharmacist
BHMS,72,82,89,60,71,45,49,48,53,50,79,40,68,43,98,48,81,44,Medical Educator (Homeopathy)
BHMS,71,86,94,57,79,52,47,41,50,60,69,47,61,47,88,43,83,50,Homeopathy Researcher
BHMS,70,82,84,42,61,40,52,57,52,48,60,60,79,49,96,57,86,45,Public Health Specialist
BHMS,60,95,99,50,73,47,46,55,41,52,69,51,75,52,82,56,88,42,Medical Educator (Homeopathy)
BHMS,78,80,100,55,63,41,47,60,56,58,70,48,74,55,83,57,81,53,Homeopathy Pharmacist
BHMS,71,95,91,54,62,60,51,40,46,49,69,56,73,55,85,49,99,53,Public Health Specialist
BHMS,68,87,91,58,67,58,56,45,45,44,76,56,69,49,86,46,97,53,Homeopathy Researcher
BHMS,63,98,89,51,79,56,59,50,48,48,76,56,68,59,94,41,82,48,Clinical Practitioner
BHMS,79,99,82,48,62,42,53,43,47,55,72,58,75,42,85,49,83,48,Homeopathic Doctor
BHMS,74,80,87,55,66,42,47,57,49,51,70,55,66,40,93,57,93,46,Homeopathic Doctor
BHMS,79,100,94,45,61,50,60,45,52,57,74,45,78,56,95,40,84,51,Homeopathic Doctor
BHMS,77,97,90,49,67,58,42,59,51,54,67,59,78,55,100,40,86,51,Clinical Practitioner
BHMS,66,81,95,48,77,47,59,59,45,60,72,48,80,49,86,54,96,42,Homeopathy Researcher
BHMS,62,100,92,44,69,50,50,51,47,44,67,48,69,40,85,58,83,52,Homeopathy Pharmacist
BHMS,63,89,81,57,62,47,40,52,44,59,65,48,63,58,86,57,98,54,Homeopathy Pharmacist
BHMS,76,86,80,60,75,54,40,40,47,56,71,40,64,55,90,40,98,43,Wellness Consultant
BHMS,70,92,97,60,66,54,42,42,44,51,71,41,70,53,97,49,97,51,Homeopathic Doctor
BHMS,69,97,87,48,73,58,43,54,43,54,64,46,75,58,96,48,85,54,Homeopathy Pharmacist
BHMS,78,93,94,50,67,59,45,54,58,55,65,41,62,52,91,57,98,44,Homeopathy Pharmacist
BHMS,75,97,100,46,79,52,51,47,40,55,68,50,65,52,95,55,87,44,Homeopathy Pharmacist
BHMS,71,98,82,56,71,44,58,44,52,45,66,41,63,47,93,60,91,46,Clinical Practitioner
BHMS,76,84,81,46,76,60,60,60,60,56,62,47,75,45,80,52,93,53,Clinical Practitioner
BHMS,67,94,85,60,77,43,47,43,56,47,66,54,72,60,92,42,80,45,Homeopathic Doctor
BHMS,73,85,95,42,69,56,52,40,59,53,74,53,63,58,100,41,87,50,Clinical Practitioner
BHMS,63,100,98,59,74,56,50,57,48,43,64,58,76,43,91,50,91,53,Clinical Practitioner
BHMS,62,96,88,47,73,49,45,54,48,55,66,41,77,46,90,57,100,57,Clinical Practitioner
BHMS,74,88,86,59,67,46,46,51,44,60,72,58,74,42,89,44,90,53,Homeopathy Pharmacist
BHMS,63,85,80,56,76,43,55,54,58,54,72,40,69,51,90,48,94,49,Public Health Specialist
BHMS,75,95,81,43,61,48,41,60,42,48,66,55,67,40,82,57,80,43,Medical Educator (Homeopathy)
BUMS,77,87,91,47,74,43,59,46,47,42,97,43,62,50,69,48,100,49,Unani Doctor
BUMS,76,93,80,58,67,42,50,57,55,51,82,44,73,60,77,56,97,49,Clinical Practitioner (Unani)
BUMS,73,95,94,47,69,56,59,56,43,58,95,40,74,58,70,58,93,42,Herbal Medicine Specialist
BUMS,63,99,87,47,73,43,59,47,40,49,82,40,71,48,60,44,93,60,Unani Doctor
BUMS,79,94,83,54,70,42,50,45,52,49,92,50,76,58,75,55,87,52,Herbal Medicine Specialist
BUMS,73,83,91,44,61,49,57,58,58,60,86,40,60,48,78,48,84,44,Herbal Medicine Specialist
BUMS,73,92,92,60,67,44,59,48,58,47,87,41,64,45,66,44,85,45,Unani Doctor
BUMS,61,83,91,53,62,41,44,45,41,60,95,56,63,52,80,46,96,51,Researcher in Unani Medicine
BUMS,60,82,90,58,76,51,42,60,52,45,100,57,74,40,72,43,89,49,Wellness & Nutrition Consultant
BUMS,67,84,98,46,67,52,40,44,56,52,95,57,64,50,62,43,100,56,Unani Doctor
BUMS,74,81,96,46,62,45,59,49,57,50,93,50,69,54,80,50,88,40,Wellness & Nutrition Consultant
BUMS,70,94,94,59,70,55,46,53,51,55,88,59,72,49,69,43,89,41,Unani Doctor
BUMS,61,98,91,58,62,43,55,47,45,44,84,45,61,49,69,60,86,60,Teacher (Unani Medical College)
BUMS,80,99,82,43,60,56,60,56,58,53,94,49,61,42,64,60,87,53,Teacher (Unani Medical College)
BUMS,78,80,93,53,75,47,49,51,43,57,86,44,61,42,64,44,98,48,Teacher (Unani Medical College)
BUMS,73,81,96,57,78,60,53,45,43,57,87,45,60,44,60,51,88,42,Wellness & Nutrition Consultant
BUMS,61,98,91,60,75,42,50,55,54,54,86,43,61,41,72,57,89,50,Unani Doctor
BUMS,67,99,83,45,74,43,50,47,56,46,97,57,74,42,62,54,86,50,Wellness & Nutrition Consultant
BUMS,67,92,100,55,70,50,45,56,58,42,82,46,69,45,65,53,96,56,Pharmacist (Unani Medicine)
BUMS,62,82,81,56,60,48,46,58,49,43,85,44,76,49,60,44,88,56,Teacher (Unani Medical College)
BUMS,66,89,92,57,62,40,49,53,42,44,92,42,65,47,69,56,96,56,Researcher in Unani Medicine
BUMS,74,83,91,60,60,60,57,58,59,41,91,53,70,40,61,54,94,50,Wellness & Nutrition Consultant
BUMS,73,99,90,57,67,52,54,47,42,51,85,41,65,60,80,45,97,53,Clinical Practitioner (Unani)
BUMS,74,89,81,59,72,47,60,44,55,58,82,52,63,47,68,48,98,54,Wellness & Nutrition Consultant
BUMS,76,87,91,59,60,47,45,56,44,46,99,41,72,40,62,49,85,43,Teacher (Unani Medical College)
BUMS,80,87,90,58,60,46,58,58,57,59,100,47,61,41,73,43,84,58,Herbal Medicine Specialist
BUMS,73,91,81,47,75,57,60,44,60,54,93,56,63,41,61,58,87,52,Pharmacist (Unani Medicine)
BUMS,63,91,89,44,80,51,53,52,53,55,86,44,64,46,79,57,88,42,Herbal Medicine Specialist
BUMS,80,85,83,51,75,54,55,58,52,40,97,49,61,40,61,58,85,60,Unani Doctor
BUMS,72,95,94,56,64,41,51,55,48,50,86,55,77,53,67,42,85,40,Wellness & Nutrition Consultant
BUMS,79,98,97,46,61,44,58,60,44,47,89,41,66,43,69,43,93,41,Researcher in Unani Medicine
BUMS,72,95,86,40,67,58,50,57,52,40,86,59,62,45,63,41,98,40,Pharmacist (Unani Medicine)
BUMS,78,84,95,53,62,41,55,58,48,55,83,50,73,60,79,52,81,55,Wellness & Nutrition Consultant
BUMS,77,91,80,47,79,52,40,42,49,54,92,45,69,40,64,56,84,57,Researcher in Unani Medicine
BUMS,69,81,93,51,70,42,51,54,40,58,97,55,79,57,76,56,80,48,Pharmacist (Unani Medicine)
BUMS,65,90,91,53,76,44,42,46,41,43,80,40,62,54,73,48,94,55,Unani Doctor
BUMS,65,85,100,55,69,40,41,47,42,56,89,50,78,57,62,48,82,58,Wellness & Nutrition Consultant
BUMS,73,84,99,41,80,40,52,51,58,49,97,40,65,58,69,50,80,56,Pharmacist (Unani Medicine)
BUMS,67,85,86,45,66,45,60,58,46,49,94,42,77,54,66,59,84,57,Clinical Practitioner (Unani)
BUMS,75,90,84,54,76,44,41,54,46,41,100,57,79,48,60,57,82,42,Unani Doctor
BUMS,68,94,91,51,80,51,42,51,40,53,81,59,72,56,71,53,87,44,Unani Doctor
BUMS,79,81,88,41,68,56,49,47,50,57,90,50,61,49,64,55,99,42,Clinical Practitioner (Unani)
BUMS,75,94,90,43,61,52,40,41,42,58,95,43,60,51,77,41,89,47,Wellness & Nutrition Consultant
BUMS,61,82,84,43,66,49,52,47,50,54,94,40,79,44,74,55,80,41,Herbal Medicine Specialist
BUMS,77,80,83,47,78,52,58,52,48,58,93,51,73,60,79,55,83,42,Researcher in Unani Medicine
BUMS,80,95,86,55,60,53,44,44,56,45,86,60,78,40,73,60,92,46,Pharmacist (Unani Medicine)
BUMS,64,87,98,57,64,52,58,40,40,49,82,60,62,60,74,52,100,56,Researcher in Unani Medicine
BUMS,77,83,85,59,79,40,42,51,44,60,94,58,73,44,68,58,95,49,Wellness & Nutrition Consultant
BUMS,78,85,96,58,64,48,59,48,59,43,87,43,78,42,63,56,89,41,Researcher in Unani Medicine
BUMS,75,91,83,41,74,48,45,53,60,41,85,47,72,45,67,59,95,42,Herbal Medicine Specialist
BUMS,78,81,98,46,78,47,42,60,49,47,98,55,64,60,67,46,86,54,Clinical Practitioner (Unani)
BUMS,68,95,98,59,62,41,56,43,49,50,84,45,74,57,62,56,91,45,Unani Doctor
BUMS,80,89,99,58,63,41,54,51,50,48,93,60,73,45,67,50,80,51,Teacher (Unani Medical College)
BUMS,61,97,95,56,80,42,43,41,43,48,86,41,70,44,68,43,85,58,Teacher (Unani Medical College)
BUMS,71,93,84,53,75,45,46,56,59,47,93,47,73,53,62,51,100,46,Clinical Practitioner (Unani)
BUMS,65,93,80,49,64,60,44,43,47,49,98,57,64,47,77,59,94,41,Clinical Practitioner (Unani)
BUMS,74,86,92,50,63,48,54,49,59,46,82,47,80,41,60,55,96,50,Pharmacist (Unani Medicine)
BUMS,77,88,82,52,60,42,57,60,48,46,80,56,66,52,60,53,100,54,Teacher (Unani Medical College)
BUMS,67,99,98,59,65,46,53,44,57,50,92,57,75,46,62,59,82,60,Teacher (Unani Medical College)
BUMS,72,95,87,52,66,53,52,44,55,57,86,54,60,47,67,60,98,52,Herbal Medicine Specialist
BUMS,61,85,93,51,73,42,41,41,49,57,94,56,78,54,60,58,100,55,Researcher in Unani Medicine
BUMS,64,86,95,40,74,45,45,60,58,60,100,52,69,48,60,40,80,57,Clinical Practitioner (Unani)
BUMS,70,86,96,56,80,56,57,53,50,54,94,52,78,59,69,49,97,56,Wellness & Nutrition Consultant
BUMS,74,90,83,53,75,53,50,52,57,49,96,56,61,55,69,58,88,53,Researcher in Unani Medicine
BUMS,67,97,92,49,80,40,53,53,49,52,92,51,72,42,62,56,93,42,Researcher in Unani Medicine
BUMS,62,89,87,57,65,51,50,58,56,54,99,45,80,60,67,49,100,46,Unani Doctor
BUMS,79,88,89,51,64,46,40,53,43,47,92,56,60,60,79,45,90,58,Pharmacist (Unani Medicine)
BUMS,71,89,88,52,60,43,59,49,46,54,88,47,67,48,72,55,82,48,Wellness & Nutrition Consultant
BUMS,62,87,94,57,79,43,60,51,51,60,94,55,61,44,61,51,91,53,Unani Doctor
BUMS,70,100,97,48,77,51,58,56,51,58,89,40,75,44,63,56,87,55,Pharmacist (Unani Medicine)
BUMS,74,84,81,57,70,59,47,52,42,56,99,46,77,41,80,50,87,49,Pharmacist (Unani Medicine)
BUMS,60,95,98,50,74,58,40,59,42,58,88,54,75,40,73,51,81,51,Teacher (Unani Medical College)
BUMS,72,86,94,54,75,59,56,45,60,40,98,49,64,45,71,43,86,42,Unani Doctor
BUMS,64,91,94,40,62,46,51,54,48,58,86,43,64,56,62,57,84,51,Herbal Medicine Specialist
BUMS,65,85,88,40,62,49,41,47,40,52,96,60,80,49,69,41,86,45,Clinical Practitioner (Unani)
BUMS,79,91,85,42,65,46,42,41,47,43,98,40,64,45,73,59,84,47,Wellness & Nutrition Consultant
BUMS,75,91,86,44,62,45,42,49,60,59,99,44,61,54,66,57,99,59,Researcher in Unani Medicine
BUMS,69,89,91,59,73,55,48,42,43,47,80,40,75,52,77,40,88,43,Wellness & Nutrition Consultant
BUMS,66,82,100,44,74,57,54,50,43,44,100,54,62,40,60,44,88,50,Researcher in Unani Medicine
BUMS,70,91,91,43,66,60,52,50,41,44,96,49,80,42,60,53,80,46,Researcher in Unani Medicine
BUMS,64,94,84,42,68,45,54,59,60,51,91,53,73,59,70,50,81,57,Herbal Medicine Specialist
BUMS,64,99,90,58,78,48,43,41,46,50,80,43,74,41,72,51,92,56,Herbal Medicine Specialist
BUMS,73,83,92,57,61,45,43,60,54,41,82,47,71,43,69,59,85,57,Unani Doctor
BUMS,64,94,98,49,63,53,59,49,45,50,93,57,78,44,73,41,98,57,Clinical Practitioner (Unani)
BUMS,76,82,98,42,60,52,46,57,42,53,89,49,72,45,70,59,91,59,Teacher (Unani Medical College)
BUMS,75,97,98,45,75,60,45,49,51,52,92,50,64,55,77,42,100,49,Teacher (Unani Medical College)
BUMS,67,95,100,60,67,50,53,53,56,49,84,48,75,41,61,50,96,43,Pharmacist (Unani Medicine)
BUMS,66,90,83,53,61,58,59,58,55,53,86,45,72,47,68,44,85,52,Pharmacist (Unani Medicine)
BUMS,73,90,87,41,60,45,57,55,57,58,81,47,73,59,62,45,86,41,Wellness & Nutrition Consultant
BUMS,64,97,96,49,70,52,56,44,56,47,99,52,71,59,61,46,96,47,Clinical Practitioner (Unani)
BUMS,68,82,87,60,75,46,50,56,59,60,87,48,72,48,64,54,90,59,Herbal Medicine Specialist
BUMS,68,86,98,41,62,55,46,59,58,58,87,58,66,57,66,43,97,42,Teacher (Unani Medical College)
BUMS,78,92,88,58,70,45,57,47,46,43,80,49,67,48,65,56,92,51,Teacher (Unani Medical College)
BUMS,60,80,84,45,68,57,44,51,52,55,89,50,69,40,79,49,99,41,Teacher (Unani Medical College)
BUMS,63,95,100,40,78,46,43,60,51,50,100,48,69,46,67,44,90,49,Wellness & Nutrition Consultant
BUMS,78,89,88,55,64,60,48,53,54,58,84,53,68,47,67,40,99,40,Pharmacist (Unani Medicine)
BUMS,72,89,85,42,77,56,40,57,58,56,83,40,68,58,80,55,87,46,Wellness & Nutrition Consultant
BUMS,65,84,100,58,69,46,55,53,40,49,84,53,70,44,66,49,94,52,Herbal Medicine Specialist
BUMS,72,81,98,53,62,50,46,49,46,48,81,57,64,41,75,51,89,43,Clinical Practitioner (Unani)
BUMS,73,89,87,57,75,59,42,42,42,42,98,60,73,44,67,45,93,45,Researcher in Unani Medicine
BNYS,79,90,97,59,80,42,40,52,46,47,74,55,89,60,74,49,81,52,Researcher in Alternative Medicine
BNYS,69,92,96,50,79,57,56,58,43,55,67,60,83,60,77,50,87,55,Researcher in Alternative Medicine
BNYS,73,86,88,52,66,49,49,57,51,60,80,45,81,53,79,57,82,53,Clinical Practitioner (Naturopathy)
BNYS,63,81,95,47,71,56,53,55,47,55,73,53,89,52,64,53,83,46,Public Health Educator
BNYS,69,92,98,50,68,49,44,42,58,49,63,51,82,51,67,42,98,43,Wellness & Lifestyle Coach
BNYS,66,99,80,46,69,48,57,45,47,48,74,52,98,42,60,48,97,56,Clinical Practitioner (Naturopathy)
BNYS,61,90,89,50,65,55,47,47,60,58,70,45,92,53,67,47,98,52,Yoga Therapist
BNYS,75,98,100,53,74,43,44,45,55,48,67,58,86,55,69,55,83,46,Researcher in Alternative Medicine
BNYS,65,96,92,50,60,58,45,49,40,57,66,49,94,52,65,59,95,55,Naturopath Doctor
BNYS,74,98,93,41,65,41,60,57,57,53,71,59,86,46,80,55,80,51,Clinical Practitioner (Naturopathy)
BNYS,65,88,91,51,67,54,45,41,59,60,75,49,92,41,60,40,99,45,Wellness & Lifestyle Coach
BNYS,73,80,94,53,75,57,60,47,50,49,68,47,84,60,63,41,89,58,Yoga Therapist
BNYS,71,85,90,42,72,40,43,55,48,56,80,44,86,44,61,56,90,46,Yoga Therapist
BNYS,67,91,81,51,73,41,59,44,49,55,67,44,88,60,67,59,95,41,Rehabilitation Specialist
BNYS,77,95,93,55,73,55,44,41,50,52,62,59,96,60,70,51,85,58,Rehabilitation Specialist
BNYS,67,92,86,43,75,59,57,47,45,50,80,54,85,48,73,56,94,52,Clinical Practitioner (Naturopathy)
BNYS,66,88,83,58,78,53,44,57,42,50,70,46,81,59,61,55,92,55,Yoga Therapist
BNYS,65,88,93,57,67,55,43,56,41,46,68,60,98,47,73,60,93,48,Researcher in Alternative Medicine
BNYS,78,94,96,44,72,56,49,41,47,42,69,45,91,52,72,53,89,58,Rehabilitation Specialist
BNYS,63,88,80,44,60,45,40,47,41,56,69,40,81,43,71,55,82,55,Yoga Therapist
BNYS,78,84,100,43,76,56,54,55,43,40,78,45,87,51,78,57,82,51,Public Health Educator
BNYS,63,89,98,55,75,54,58,54,47,56,70,44,85,59,65,50,84,42,Wellness & Lifestyle Coach
BNYS,76,92,85,58,76,60,47,42,40,52,77,43,80,41,73,45,97,59,Public Health Educator
BNYS,73,92,88,46,74,48,56,59,55,53,77,43,82,46,71,40,90,59,Rehabilitation Specialist
BNYS,80,89,86,44,62,58,41,46,41,57,72,54,92,44,65,52,90,53,Clinical Practitioner (Naturopathy)
BNYS,70,100,96,52,61,49,49,51,54,54,64,56,88,48,74,49,80,44,Yoga Therapist
BNYS,73,89,97,44,75,43,47,56,43,48,68,58,98,53,69,54,83,44,Wellness & Lifestyle Coach
BNYS,60,94,88,46,63,53,58,53,47,46,78,43,84,42,80,60,87,49,Researcher in Alternative Medicine
BNYS,80,89,91,42,67,51,58,55,40,56,60,51,90,48,69,42,99,50,Yoga Therapist
BNYS,65,99,83,40,76,43,58,59,47,60,72,52,90,54,66,48,98,44,Wellness & Lifestyle Coach
BNYS,74,93,81,47,64,47,47,47,59,46,80,49,82,48,61,60,81,55,Rehabilitation Specialist
BNYS,68,81,90,50,79,53,52,51,50,60,73,43,99,55,65,46,94,50,Clinical Practitioner (Naturopathy)
BNYS,63,91,84,53,79,44,58,41,56,59,71,49,90,60,75,52,98,59,Rehabilitation Specialist
